customer_id,region,age,num_site_visits,num_products_viewed,purchase_made,satisfaction_rating,customer_segment,preferred_channel,income,avg_spend_per_visit,discount_used,time_on_site_min,page_load_time_sec,browser,email_open_rate,clicked_ad,returned_product,membership_years,zipcode,tracking_cookie
182,CUSCO,27.0,5,15,Yes,Very Satisfied,Loyal,Email,2758.92,114.44,Yes,3.9,3.35,Firefox,0.16,1,Yes,7,11001,XYZ123
183,Piura,28.0,3,7,No,Unsatisfied,Loyal,In-store,1877.18,196.25,No,7.5,1.89,Chrome,0.98,1,Yes,4,13001,XYZ123
184,Ancash,20.0,3,10,No,Unsatisfied,New,SMS,1286.29,173.85,No,2.2,3.68,Safari,0.52,0,Yes,3,13001,XYZ123
185,Cusco,25.0,5,8,No,,Returning,Phone,3403.29,159.68,No,2.1,3.28,Firefox,0.05,1,No,5,15001,XYZ123
186,Arequipa,21.0,11,12,Yes,Unsatisfied,Occasional,Email,2466.58,289.66,No,8.3,2.56,Chrome,1.0,1,No,6,15001,XYZ123
187,Lima,25.0,7,11,Yes,Very Satisfied,New,Email,,,Yes,14.0,3.4,IE,0.74,1,Yes,3,15001,XYZ123
188,La Libertad,45.0,7,17,No,Satisfied,Loyal,Phone,1873.1,241.05,No,10.9,3.71,Edge,0.84,0,No,3,02001,XYZ123
189,Lima,25.0,4,16,Yes,Very Satisfied,Occasional,Phone,2504.0,212.51,Yes,12.9,4.48,Chrome,0.21,1,Yes,3,13001,XYZ123
190,lima,61.0,1,13,No,,Loyal,Email,2527.8,185.26,Yes,0.8,3.48,IE,0.11,0,No,3,02001,XYZ123
191,Lima,,4,10,No,Satisfied,Loyal,Phone,2100.48,142.91,No,2.4,4.07,Firefox,0.52,0,Yes,2,02001,XYZ123
192,piura ,36.0,5,7,No,,Loyal,In-store,-192.24,238.46,Yes,8.0,5.29,Chrome,0.77,1,Yes,2,11001,XYZ123
193,Lima,26.0,4,6,No,Very Unsatisfied,Occasional,Email,2058.47,82.78,No,11.3,1.76,IE,0.64,0,Yes,2,02001,XYZ123
194,Cusco,42.0,4,16,No,Very Unsatisfied,Returning,In-store,3356.83,243.53,No,10.6,4.41,Firefox,0.63,0,No,2,02001,XYZ123
195,Cusco,29.0,7,10,No,Satisfied,Loyal,SMS,3621.92,207.56,Yes,2.6,1.95,Safari,0.76,0,Yes,1,11001,XYZ123
196,Junin,36.0,6,8,No,Satisfied,Returning,In-store,2014.01,230.93,Yes,12.5,2.14,Edge,0.23,0,Yes,6,04001,XYZ123
197,Ancash,60.0,8,8,No,Satisfied,Occasional,Phone,4006.67,200.39,Yes,7.7,2.99,IE,0.66,0,No,4,11001,XYZ123
198,La Libertad,34.0,4,20,No,Very Unsatisfied,Occasional,Email,1206.39,,No,11.1,2.22,Safari,0.39,1,No,2,15001,XYZ123
199,Lima,46.0,3,12,Yes,Very Satisfied,Loyal,In-store,1851.97,220.08,No,5.6,2.02,Firefox,0.07,1,Yes,2,04001,XYZ123
200,Lima,27.0,0,8,Yes,Satisfied,Returning,Phone,3213.2,242.44,Yes,1.8,2.93,Chrome,0.2,0,No,1,13001,XYZ123
201,Arequipa,34.0,4,11,No,Very Unsatisfied,Returning,Phone,3087.24,,No,11.4,2.6,Edge,0.79,0,No,3,02001,XYZ123
202,Cusco,52.0,1,12,No,Satisfied,Loyal,In-store,2492.3,232.87,No,9.9,2.2,Firefox,0.9,1,Yes,3,04001,XYZ123
203,La Libertad,28.0,4,16,No,Satisfied,New,Email,1604.7,214.83,Yes,3.0,1.86,IE,0.28,1,Yes,3,13001,XYZ123
204,CUSCO,53.0,3,14,No,Satisfied,New,In-store,1602.56,222.53,No,5.3,4.71,Edge,0.19,1,Yes,4,11001,XYZ123
205,Junin,42.0,5,9,Yes,Very Unsatisfied,Occasional,SMS,1919.45,157.02,Yes,10.7,1.56,Safari,0.03,0,Yes,6,11001,XYZ123
206,Ancash,29.0,6,9,No,Very Satisfied,Occasional,In-store,1637.33,264.11,Yes,8.8,2.8,Edge,0.95,0,No,2,15001,XYZ123
207,Piura,,6,13,No,Very Unsatisfied,New,In-store,2604.56,214.8,Yes,10.0,4.34,Safari,0.68,1,Yes,2,15001,XYZ123
208,Ancash,44.0,4,8,No,Very Unsatisfied,New,Email,2426.19,241.59,No,5.9,3.97,Firefox,0.96,0,Yes,2,04001,XYZ123
209,piura ,41.0,4,15,No,Satisfied,New,In-store,1570.91,180.59,Yes,13.7,3.28,Chrome,0.86,1,Yes,4,02001,XYZ123
210,lima,19.0,5,14,Yes,Neutral,Loyal,Phone,2216.09,249.11,Yes,7.6,2.25,Edge,0.34,1,No,1,11001,XYZ123
211,piura ,27.0,1,12,No,Neutral,Loyal,Email,380.45,178.9,Yes,1.5,2.98,Chrome,0.11,0,Yes,3,04001,XYZ123
212,Lima,32.0,9,10,No,Neutral,Loyal,Phone,2771.38,155.41,Yes,8.4,1.65,Chrome,0.5,1,Yes,4,04001,XYZ123
213,Junin,34.0,7,9,Yes,Very Unsatisfied,Loyal,Email,3073.38,288.59,No,10.4,2.66,Edge,0.03,1,Yes,4,04001,XYZ123
214,lima,41.0,5,5,No,Satisfied,Loyal,SMS,1770.55,81.37,Yes,9.2,2.64,Edge,0.15,1,No,5,15001,XYZ123
215,La Libertad,36.0,4,9,No,Neutral,Loyal,SMS,,349.49,No,6.3,2.76,Chrome,0.23,1,Yes,3,11001,XYZ123
216,Piura,21.0,5,12,No,Unsatisfied,Occasional,SMS,2706.31,235.09,Yes,0.2,2.05,IE,0.67,1,Yes,2,15001,XYZ123
217,Cusco,38.0,4,11,No,Unsatisfied,Returning,In-store,,184.26,No,5.4,0.96,IE,0.51,0,Yes,2,15001,XYZ123
218,Junin,41.0,1,13,Yes,Unsatisfied,Occasional,SMS,3118.49,,No,5.8,4.5,Edge,0.3,1,Yes,4,04001,XYZ123
219,Junin,40.0,3,14,No,Very Satisfied,Returning,Email,,235.12,No,5.4,4.24,Chrome,0.56,0,No,2,13001,XYZ123
220,piura ,45.0,7,15,Yes,Satisfied,Occasional,SMS,1971.55,183.38,No,10.4,4.05,Chrome,0.13,0,No,4,13001,XYZ123
221,Lima,43.0,6,8,No,Very Unsatisfied,Occasional,Email,2323.44,301.76,Yes,6.7,3.45,Firefox,0.76,1,Yes,0,13001,XYZ123
222,LIMA ,39.0,10,9,Yes,Very Unsatisfied,Loyal,Phone,1647.1,273.78,Yes,13.5,3.2,Chrome,0.71,1,No,2,04001,XYZ123
223,piura ,34.0,4,8,No,Satisfied,Loyal,In-store,2306.02,336.34,No,7.1,2.17,IE,0.22,1,No,2,02001,XYZ123
224,Junin,,5,6,No,Very Satisfied,Returning,Phone,1660.18,138.93,No,12.9,2.3,Firefox,0.61,0,Yes,3,11001,XYZ123
225,Arequipa,,6,4,No,Satisfied,Returning,Phone,2834.06,210.77,No,8.9,4.75,IE,0.5,0,Yes,0,04001,XYZ123
226,Piura,37.0,6,7,Yes,Very Satisfied,Loyal,SMS,1751.76,130.65,Yes,9.1,5.02,Safari,0.06,0,No,3,04001,XYZ123
227,piura ,37.0,8,10,No,Neutral,Occasional,SMS,2702.31,145.43,No,5.3,2.78,Chorme,0.28,1,Yes,4,15001,XYZ123
228,Piura,22.0,4,13,No,Neutral,Returning,SMS,3665.29,183.69,No,2.6,3.0,Safari,1.0,1,Yes,3,13001,XYZ123
229,Arequipa,24.0,3,10,Yes,Very Satisfied,New,Phone,2842.58,184.59,Yes,7.7,3.88,Edge,0.1,1,Yes,6,04001,XYZ123
230,CUSCO,45.0,3,8,No,Satisfied,New,In-store,2640.71,218.5,Yes,14.7,3.11,IE,0.51,1,Yes,2,02001,XYZ123
231,Arequipa,34.0,9,11,No,Neutral,New,In-store,1409.09,194.47,Yes,6.2,3.2,IE,0.85,1,No,5,11001,XYZ123
232,Arequipa,41.0,7,6,No,Satisfied,Returning,Phone,3611.23,240.0,Yes,5.5,2.93,Safari,0.3,0,Yes,4,02001,XYZ123
233,Piura,35.0,2,9,No,,Loyal,In-store,3392.58,215.95,Yes,7.3,1.87,Edge,0.26,0,No,1,04001,XYZ123
234,Ancash,35.0,2,7,Yes,,Loyal,Phone,2374.92,,Yes,15.1,2.55,Edge,0.89,0,Yes,6,04001,XYZ123
235,Piura,44.0,4,14,No,Satisfied,Loyal,Phone,2192.71,241.44,No,11.1,2.84,Firefox,0.3,1,Yes,4,15001,XYZ123
236,LIMA ,29.0,6,5,No,Unsatisfied,Returning,In-store,1848.82,,No,12.9,0.02,Chrome,0.65,1,No,5,02001,XYZ123
237,Lima,35.0,9,5,Yes,Very Satisfied,Returning,Email,3931.5,192.73,Yes,0.1,3.11,Firefox,0.74,0,No,3,15001,XYZ123
238,lima,30.0,11,6,No,Very Unsatisfied,New,Email,3127.17,196.1,No,4.7,5.79,IE,0.79,1,No,3,02001,XYZ123
239,Ancash,30.0,4,14,No,Very Satisfied,Returning,SMS,1893.27,222.0,Yes,4.8,2.48,Safari,0.99,0,No,2,13001,XYZ123
240,Cusco,31.0,7,11,No,Satisfied,New,In-store,3379.42,253.76,No,12.5,3.04,Edge,0.8,1,Yes,3,13001,XYZ123
241,lima,37.0,7,14,No,Satisfied,New,SMS,3571.32,214.13,Yes,10.6,1.99,Firefox,0.66,1,Yes,3,02001,XYZ123
242,Lima,30.0,3,12,Yes,Very Satisfied,Loyal,Phone,2483.03,228.91,Yes,12.2,1.69,Safari,0.9,1,No,1,15001,XYZ123
243,piura ,47.0,7,7,Yes,Satisfied,Returning,Email,2224.52,143.29,No,0.5,2.63,Safari,0.91,1,Yes,6,13001,XYZ123
244,LIMA ,26.0,5,9,No,Neutral,Loyal,In-store,1705.53,,No,12.4,3.76,Chrome,0.97,0,Yes,1,04001,XYZ123
245,LIMA ,33.0,2,10,Yes,Satisfied,Loyal,In-store,3065.94,104.39,Yes,10.6,2.72,Edge,0.78,1,Yes,2,11001,XYZ123
246,Cusco,30.0,9,11,No,Very Satisfied,Returning,In-store,2158.34,222.1,Yes,4.3,2.55,Safari,0.19,0,No,5,15001,XYZ123
247,Ancash,49.0,6,9,Yes,,Returning,Email,2125.26,242.07,Yes,7.2,3.59,Edge,0.71,0,No,2,02001,XYZ123
248,CUSCO,36.0,3,8,No,Very Satisfied,Occasional,SMS,2490.78,134.05,Yes,4.4,3.24,Firefox,0.08,0,No,5,11001,XYZ123
249,Arequipa,45.0,6,9,No,Unsatisfied,New,Email,1845.59,207.92,Yes,7.6,3.34,Safari,0.32,0,No,2,11001,XYZ123
250,Ancash,20.0,3,5,No,Unsatisfied,Occasional,SMS,3722.74,194.89,Yes,9.8,4.43,Safari,0.12,0,No,2,04001,XYZ123
251,CUSCO,,2,7,Yes,Unsatisfied,New,Phone,3274.33,,No,13.6,4.28,Firefox,0.95,1,No,2,15001,XYZ123
252,LIMA ,43.0,8,9,Yes,Unsatisfied,New,Phone,2561.25,155.28,No,4.2,4.79,Edge,0.34,0,No,2,11001,XYZ123
253,Piura,35.0,4,11,Yes,,New,SMS,,245.91,No,6.1,1.54,Edge,0.71,0,Yes,2,15001,XYZ123
254,Lima,45.0,5,9,Yes,Unsatisfied,Loyal,Phone,1862.19,257.15,No,3.6,4.03,Safari,0.57,0,Yes,2,04001,XYZ123
255,Cusco,29.0,4,7,No,Unsatisfied,Loyal,Phone,1826.91,190.25,No,11.1,4.97,Firefox,0.11,0,No,2,02001,XYZ123
256,Lima,49.0,3,14,No,Very Satisfied,Returning,In-store,1515.44,,Yes,1.7,1.04,IE,0.56,0,Yes,2,11001,XYZ123
257,La Libertad,57.0,4,9,No,Very Unsatisfied,New,In-store,2758.15,253.87,Yes,8.7,2.98,Edge,0.66,1,Yes,3,11001,XYZ123
258,La Libertad,31.0,3,10,No,Unsatisfied,New,Email,1986.05,145.02,No,3.1,2.35,IE,0.88,0,No,2,11001,XYZ123
259,piura ,30.0,11,10,No,Very Satisfied,New,Email,1940.36,178.64,Yes,8.2,2.97,Safari,0.07,1,Yes,1,15001,XYZ123
260,Ancash,49.0,6,6,No,Very Unsatisfied,Loyal,Email,1848.85,209.31,No,12.6,4.38,IE,0.3,0,Yes,1,11001,XYZ123
261,LIMA ,50.0,5,6,No,Unsatisfied,Returning,In-store,3302.86,303.2,No,6.0,1.33,IE,0.69,1,No,1,15001,XYZ123
262,LIMA ,29.0,5,7,No,Very Unsatisfied,Loyal,Email,1893.14,180.01,Yes,8.9,3.29,Edge,0.03,1,No,6,13001,XYZ123
263,Arequipa,30.0,5,8,No,Very Unsatisfied,Occasional,Email,,186.57,Yes,4.4,2.32,Safari,0.2,1,Yes,3,13001,XYZ123
264,Arequipa,32.0,3,12,No,Neutral,Occasional,In-store,2269.84,277.35,No,7.6,4.41,IE,0.22,1,No,1,15001,XYZ123
265,Arequipa,21.0,6,6,Yes,Satisfied,Occasional,SMS,1503.94,233.15,No,1.8,3.51,Edge,0.67,1,No,4,13001,XYZ123
266,Piura,25.0,4,13,Yes,Neutral,Returning,In-store,2875.41,309.13,No,10.8,2.81,IE,0.29,1,Yes,4,04001,XYZ123
267,lima,24.0,5,11,No,Very Unsatisfied,Occasional,SMS,3209.82,254.66,No,6.3,2.14,Edge,0.6,1,No,2,04001,XYZ123
268,Junin,27.0,3,11,Yes,Very Satisfied,Returning,In-store,1813.57,192.7,Yes,7.2,6.19,Safari,0.97,0,Yes,6,13001,XYZ123
269,lima,34.0,7,5,No,Unsatisfied,Loyal,Email,2550.59,185.59,No,8.3,3.34,Firefox,0.79,1,No,4,02001,XYZ123
270,Lima,37.0,3,7,No,Satisfied,Loyal,Phone,2754.77,158.77,Yes,0.1,1.3,Edge,0.33,0,Yes,1,15001,XYZ123
271,lima,50.0,6,11,Yes,Unsatisfied,Returning,Phone,2576.51,134.75,No,5.2,2.03,Edge,0.47,0,No,6,13001,XYZ123
272,Piura,25.0,7,11,Yes,Very Satisfied,Loyal,SMS,2133.48,217.04,No,8.5,3.5,IE,0.2,0,Yes,3,15001,XYZ123
273,piura ,-5.0,1,13,No,Satisfied,Loyal,SMS,3205.3,231.35,Yes,7.4,2.12,Safari,0.02,1,No,2,13001,XYZ123
274,Lima,,6,7,No,Neutral,Returning,SMS,2299.11,237.37,Yes,16.7,2.27,Chrome,0.29,0,Yes,2,04001,XYZ123
275,lima,34.0,4,10,Yes,Very Unsatisfied,Occasional,Phone,2015.46,193.83,Yes,13.0,4.18,Chrome,0.37,1,No,2,02001,XYZ123
276,Piura,41.0,2,10,No,Very Satisfied,Returning,SMS,1087.93,296.51,Yes,8.6,4.08,Firefox,0.56,1,Yes,4,15001,XYZ123
277,Junin,23.0,2,8,No,Very Unsatisfied,New,In-store,1095.39,132.08,Yes,3.9,2.31,Safari,0.94,1,No,4,02001,XYZ123
278,lima,38.0,5,9,No,Very Unsatisfied,Loyal,In-store,2672.72,126.42,No,6.0,4.41,Edge,0.95,0,Yes,3,04001,XYZ123
279,Piura,36.0,5,14,Yes,Unsatisfied,Returning,Phone,2438.36,159.02,No,10.6,2.15,Chrome,0.07,0,Yes,5,11001,XYZ123
280,Arequipa,39.0,3,10,No,Very Satisfied,Loyal,In-store,3209.96,200.3,No,8.3,5.03,Firefox,0.61,1,No,2,11001,XYZ123
281,LIMA ,37.0,5,13,Yes,Very Unsatisfied,Occasional,SMS,3404.23,145.14,Yes,13.1,3.65,Safari,0.04,1,No,2,15001,XYZ123
282,Arequipa,59.0,11,9,No,Neutral,Loyal,Phone,2303.92,267.35,Yes,8.3,3.35,Firefox,0.65,1,Yes,4,04001,XYZ123
283,LIMA ,28.0,2,12,No,Satisfied,Returning,SMS,3258.92,163.05,Yes,8.5,2.54,Chrome,0.12,1,No,3,15001,XYZ123
284,Cusco,29.0,6,7,No,Very Satisfied,Occasional,In-store,2050.52,154.12,No,14.5,2.27,IE,0.95,0,Yes,3,15001,XYZ123
285,Cusco,28.0,5,8,No,Unsatisfied,Occasional,SMS,2380.09,252.75,Yes,3.6,0.21,IE,0.86,0,Yes,3,15001,XYZ123
286,Cusco,29.0,3,12,No,Very Satisfied,Occasional,Phone,2357.21,210.37,No,14.9,2.65,Safari,0.02,0,Yes,3,02001,XYZ123
287,Junin,28.0,4,9,No,Unsatisfied,New,SMS,3763.25,239.24,No,11.1,2.99,Firefox,0.78,0,Yes,3,13001,XYZ123
288,Arequipa,46.0,10,4,Yes,Satisfied,Returning,In-store,1477.21,197.62,No,20.9,0.81,Edge,0.64,0,Yes,3,04001,XYZ123
289,LIMA ,49.0,1,11,No,Neutral,Returning,Email,,213.59,Yes,5.2,3.99,Chrome,0.5,1,Yes,3,02001,XYZ123
290,Piura,29.0,8,9,No,Very Unsatisfied,Occasional,Phone,1943.17,,No,14.5,2.81,IE,0.6,1,No,2,13001,XYZ123
291,Lima,26.0,3,10,Yes,Very Satisfied,Loyal,SMS,2260.79,192.61,No,8.5,4.46,IE,0.68,0,Yes,2,15001,XYZ123
292,Piura,39.0,5,5,No,Unsatisfied,Occasional,Phone,,147.6,No,7.3,2.18,Firefox,0.88,1,Yes,2,11001,XYZ123
293,Lima,,4,5,Yes,Satisfied,New,SMS,2557.65,297.72,Yes,9.2,4.48,IE,0.77,0,Yes,3,02001,XYZ123
294,La Libertad,41.0,11,7,Yes,Very Unsatisfied,Occasional,Email,3577.53,264.64,No,8.5,2.46,Firefox,0.58,1,Yes,3,04001,XYZ123
295,Piura,37.0,3,14,Yes,,Returning,In-store,4021.6,167.3,Yes,4.9,2.94,Chrome,0.82,1,Yes,5,04001,XYZ123
296,lima,19.0,4,8,No,Neutral,Occasional,SMS,,189.62,Yes,7.5,3.26,Firefox,0.99,1,No,3,13001,XYZ123
297,lima,50.0,3,10,No,Very Unsatisfied,Loyal,SMS,1716.69,191.98,No,9.2,2.95,IE,0.3,0,No,2,02001,XYZ123
298,Ancash,52.0,3,12,No,Very Unsatisfied,Returning,Email,2360.3,307.7,No,6.3,3.37,Firefox,0.12,0,Yes,5,15001,XYZ123
299,Arequipa,28.0,8,15,No,Very Unsatisfied,Loyal,Phone,2708.48,219.82,Yes,10.2,0.69,IE,0.73,0,Yes,1,13001,XYZ123
300,Lima,31.0,1,6,No,Unsatisfied,Occasional,In-store,2174.46,178.61,No,6.8,2.83,Safari,0.98,1,Yes,2,04001,XYZ123
301,Lima,37.0,5,6,No,Very Unsatisfied,Returning,SMS,2278.34,207.33,Yes,9.8,2.9,IE,0.12,1,No,5,02001,XYZ123
302,piura ,38.0,7,8,Yes,Satisfied,New,SMS,2443.07,123.15,Yes,9.4,0.62,IE,0.43,1,No,3,11001,XYZ123
303,Arequipa,41.0,3,7,No,Unsatisfied,Returning,In-store,3117.77,196.32,Yes,9.8,3.77,IE,0.06,1,Yes,2,15001,XYZ123
304,Junin,55.0,7,8,Yes,Very Unsatisfied,Loyal,Email,2924.15,145.96,No,2.6,1.91,Safari,0.78,1,No,3,04001,XYZ123
305,Ancash,33.0,5,14,No,Satisfied,Returning,Phone,2011.87,107.62,Yes,12.4,4.13,Edge,0.95,0,Yes,2,02001,XYZ123
306,Junin,27.0,7,12,Yes,Satisfied,New,In-store,2974.27,,Yes,4.5,3.1,IE,0.5,0,Yes,2,11001,XYZ123
307,Junin,21.0,100,10,No,Very Satisfied,New,Phone,3879.49,198.65,No,7.3,2.31,Edge,0.41,1,No,3,04001,XYZ123
308,Junin,,7,12,Yes,,New,Email,1289.64,161.42,No,5.4,4.21,Chrome,0.91,0,No,2,11001,XYZ123
309,Arequipa,34.0,5,3,Yes,Neutral,New,Email,2150.14,115.14,Yes,8.3,4.99,Firefox,0.13,1,No,6,04001,XYZ123
310,Junin,52.0,4,12,No,Very Unsatisfied,Loyal,In-store,2089.32,188.94,Yes,7.6,3.05,Edge,0.89,1,No,2,13001,XYZ123
311,lima,29.0,5,9,No,Very Unsatisfied,Returning,SMS,2563.93,192.54,Yes,10.6,4.65,Chrome,0.39,0,No,4,13001,XYZ123
312,piura ,37.0,100,10,No,Very Unsatisfied,Occasional,Email,1040.9,238.25,No,8.2,2.79,Firefox,0.56,1,Yes,2,13001,XYZ123
313,piura ,34.0,7,10,No,Satisfied,New,Email,3588.87,,Yes,6.4,4.15,IE,0.53,0,No,5,02001,XYZ123
314,Cusco,46.0,6,7,No,,Occasional,In-store,2537.43,173.31,Yes,0.8,2.56,IE,0.62,0,Yes,0,13001,XYZ123
315,La Libertad,60.0,3,14,No,Very Unsatisfied,Occasional,In-store,2738.51,153.77,No,11.5,5.19,IE,0.94,0,No,3,02001,XYZ123
316,Lima,29.0,0,13,No,Unsatisfied,Returning,In-store,2645.85,189.1,No,10.1,4.29,Safari,0.95,1,Yes,2,15001,XYZ123
317,Lima,30.0,10,6,No,Unsatisfied,Occasional,Email,2086.77,100.35,Yes,11.7,3.56,Safari,0.83,0,No,2,13001,XYZ123
318,La Libertad,45.0,5,9,No,Neutral,Occasional,Phone,3058.92,159.79,No,7.3,0.04,Safari,0.19,1,No,2,02001,XYZ123
319,Arequipa,41.0,5,8,No,Very Satisfied,Loyal,Email,2504.18,231.49,Yes,9.4,3.54,Safari,0.33,1,Yes,2,04001,XYZ123
320,Piura,53.0,3,12,No,Neutral,Occasional,In-store,832.27,138.73,Yes,5.4,1.52,Chrome,0.49,1,No,2,02001,XYZ123
321,Arequipa,40.0,4,9,Yes,Very Unsatisfied,Returning,SMS,2413.47,249.98,No,5.0,3.42,Chrome,0.91,1,Yes,2,02001,XYZ123
322,Lima,31.0,2,8,Yes,Very Unsatisfied,Occasional,SMS,2277.94,243.67,Yes,6.9,4.53,IE,0.52,1,No,3,04001,XYZ123
323,Lima,40.0,2,8,No,Very Unsatisfied,Returning,In-store,3057.39,247.85,Yes,11.7,3.83,Firefox,0.98,1,Yes,2,02001,XYZ123
324,La Libertad,46.0,7,8,No,,New,SMS,4661.13,199.77,No,6.9,4.03,Safari,0.98,1,Yes,3,04001,XYZ123
325,Junin,43.0,3,8,Yes,Satisfied,Occasional,Email,2802.15,195.28,Yes,7.8,2.55,Firefox,0.6,1,No,5,11001,XYZ123
326,Arequipa,,1,9,No,,Occasional,Phone,4195.84,215.98,No,9.0,1.17,Chrome,0.88,0,No,3,13001,XYZ123
327,LIMA ,45.0,3,14,No,Neutral,Occasional,Email,1951.02,266.01,Yes,8.1,2.07,Safari,1.0,0,No,0,15001,XYZ123
328,La Libertad,-5.0,7,14,Yes,Satisfied,New,In-store,2002.3,261.46,No,12.1,2.6,Chrome,0.85,1,No,3,02001,XYZ123
329,lima,48.0,5,11,No,Satisfied,Loyal,Email,2302.85,116.89,No,5.0,2.98,Chrome,0.66,1,No,3,04001,XYZ123
330,Lima,41.0,5,10,No,Neutral,Occasional,SMS,2840.15,156.28,No,8.4,4.52,Edge,0.85,0,Yes,4,13001,XYZ123
331,La Libertad,33.0,4,12,No,Satisfied,Returning,Email,1987.52,147.3,No,9.9,3.88,Chrome,0.08,0,No,5,02001,XYZ123
332,Arequipa,36.0,5,6,No,Unsatisfied,Loyal,Phone,1210.52,236.34,No,1.4,5.66,IE,0.63,0,No,2,13001,XYZ123
333,Lima,47.0,5,4,No,Neutral,Loyal,SMS,2518.44,166.04,No,9.1,1.8,Chrome,0.22,0,Yes,1,11001,XYZ123
334,Piura,26.0,3,11,No,,Loyal,Phone,1585.6,189.83,Yes,13.4,4.4,Safari,0.12,0,Yes,2,02001,XYZ123
335,La Libertad,-5.0,3,11,No,Unsatisfied,Occasional,Phone,3392.66,,Yes,6.6,4.05,IE,0.89,0,No,0,04001,XYZ123
336,Ancash,31.0,6,12,No,Very Satisfied,New,Phone,3015.1,256.04,No,3.7,2.86,Chrome,0.64,1,Yes,3,11001,XYZ123
337,Lima,35.0,6,11,No,Very Satisfied,New,Email,1892.38,268.81,Yes,9.9,1.85,IE,0.24,0,No,1,02001,XYZ123
338,Arequipa,47.0,4,6,No,Very Satisfied,Occasional,Email,,164.15,No,8.7,2.26,Chrome,0.39,0,Yes,5,13001,XYZ123
339,Cusco,36.0,9,5,No,Satisfied,Returning,Email,2061.47,61.43,No,14.1,2.2,IE,0.97,0,Yes,3,11001,XYZ123
340,LIMA ,35.0,6,8,Yes,Unsatisfied,Returning,Email,2458.25,180.22,Yes,9.8,5.05,Firefox,0.86,0,Yes,2,04001,XYZ123
341,CUSCO,21.0,5,7,Yes,Neutral,Returning,SMS,2466.66,128.0,No,4.2,3.99,Edge,0.02,1,No,2,02001,XYZ123
342,Junin,42.0,5,9,Yes,Neutral,Occasional,Email,2231.5,102.8,Yes,4.0,4.04,IE,0.98,1,Yes,6,13001,XYZ123
343,CUSCO,41.0,4,8,Yes,Neutral,New,SMS,3164.54,256.43,No,11.4,3.11,Safari,0.37,1,No,4,13001,XYZ123
344,Arequipa,56.0,10,12,No,Satisfied,Occasional,Phone,1604.67,155.41,No,9.4,2.73,Edge,0.7,1,No,4,11001,XYZ123
345,lima,31.0,6,12,No,Satisfied,New,SMS,2929.58,159.67,Yes,7.8,3.4,Edge,0.71,1,No,3,02001,XYZ123
346,lima,37.0,2,5,No,Very Satisfied,Loyal,In-store,2743.62,181.71,No,8.7,3.12,Chrome,0.91,1,Yes,3,13001,XYZ123
347,Cusco,37.0,4,10,No,Satisfied,Occasional,Email,,282.32,No,9.8,2.88,IE,0.89,1,No,1,11001,XYZ123
348,Junin,50.0,3,6,No,Very Satisfied,New,In-store,1864.46,191.92,No,9.5,3.44,Edge,0.28,1,Yes,1,15001,XYZ123
349,Ancash,34.0,2,11,No,Very Satisfied,Loyal,SMS,1624.9,247.58,Yes,2.0,1.72,Safari,0.64,0,Yes,1,13001,XYZ123
350,Cusco,37.0,5,16,No,Neutral,Loyal,Email,2206.86,184.23,Yes,12.9,3.32,Safari,0.39,0,No,0,11001,XYZ123
351,piura ,41.0,6,15,No,Satisfied,Occasional,In-store,2538.74,120.98,Yes,13.1,2.87,Safari,0.53,1,No,3,15001,XYZ123
352,CUSCO,36.0,5,13,No,,New,Email,1757.29,140.51,Yes,15.2,2.14,Chrome,0.55,1,No,2,11001,XYZ123
353,Cusco,30.0,10,11,No,Unsatisfied,Loyal,SMS,3275.3,199.81,Yes,14.4,3.77,Firefox,0.4,1,No,2,13001,XYZ123
354,CUSCO,36.0,5,11,Yes,Unsatisfied,Occasional,In-store,3346.23,205.38,No,13.7,5.15,IE,0.46,0,No,1,15001,XYZ123
355,Lima,45.0,5,7,No,Satisfied,Loyal,SMS,3487.54,227.14,Yes,6.9,4.53,Edge,0.21,1,Yes,3,11001,XYZ123
356,lima,,4,10,No,Neutral,Returning,In-store,325.56,227.16,Yes,9.2,2.66,IE,0.61,1,Yes,2,02001,XYZ123
357,Lima,36.0,4,13,Yes,Neutral,Occasional,Phone,4058.53,245.01,No,12.7,3.8,Edge,0.76,1,No,1,15001,XYZ123
358,LIMA ,27.0,3,11,No,Very Satisfied,Loyal,Phone,2632.84,161.54,No,0.8,4.01,Chrome,0.43,1,No,3,11001,XYZ123
359,piura ,46.0,6,13,No,Satisfied,Occasional,Phone,2537.84,291.36,Yes,7.1,3.14,IE,0.98,0,No,7,02001,XYZ123
360,Junin,19.0,4,11,Yes,Unsatisfied,Occasional,Phone,2418.5,295.94,No,1.2,2.97,Chrome,0.06,1,Yes,1,15001,XYZ123
361,Ancash,29.0,2,6,No,Very Satisfied,New,Phone,1443.0,173.97,No,9.1,3.41,Chrome,0.59,0,Yes,2,11001,XYZ123
362,CUSCO,38.0,9,7,No,Very Satisfied,New,SMS,,160.3,No,13.1,6.02,IE,0.58,0,No,2,13001,XYZ123
363,Ancash,50.0,5,12,No,Very Unsatisfied,Loyal,Phone,3789.56,110.76,Yes,8.1,3.31,IE,0.04,1,No,4,15001,XYZ123
364,CUSCO,34.0,9,11,No,Satisfied,Occasional,SMS,2623.22,208.54,No,5.7,1.48,Edge,0.22,0,Yes,3,15001,XYZ123
